0.128208,0.626451,-0.999978,-0.691459,-0.548828,-0.68912,-0.631164
-0.998152,0.200569,-0.282767,-0.557825,-0.472217,-0.0135614,-0.677234
-0.240995,-0.458389,0.95339,-0.776898,-0.477743,-0.698439,-0.435792
-0.630737,-0.379708,-0.999998,0.17362,-0.432721,-0.371723,-0.166041
-0.411463,-0.372733,-0.343021,-0.243073,0.290659,-0.0732672,-0.287177
-0.82721,-0.568575,-0.413815,-0.877777,0.999999,-0.245915,-0.996445
-0.820865,-0.829178,-0.736807,-0.67184,-0.631533,-0.179435,-0.0505456
0.0765096,3.91538e-09,0.0250647,0.000148439,0.0069419,0.309128,0.160352
673.361,364.674,721.952,18.9195,465.626,55.5209,385.369
357.202,358.486,355.239,374.467,363.092,361.448,373.349
