-0.993633,-0.236903,-0.127611,-0.85736,-0.863899,-0.12676,-0.122556
-0.145115,0.471636,-0.32587,-0.30031,-0.984424,-0.390446,-0.155823
-0.227648,-0.162512,0.0154726,-0.611572,-0.813051,-0.230379,-0.928716
-0.107472,-0.842663,-0.234831,0.177166,-0.197044,-0.187599,-0.161472
-0.999767,-0.821233,-0.606719,-0.509092,0.214434,-0.552052,-0.508334
-0.276135,0.999986,-0.75791,-0.425227,-0.945486,0.997058,-0.298414
-0.905459,-0.393167,-0.565315,-0.1231,-0.902862,-0.040253,0.308956
0.112038,0.105499,0.0787177,1.00776e-07,0.14837,0.199485,0.0318141
510.846,146.168,45.3309,22.609,14.5645,689.78,977.869
429.139,371.565,356.644,438.962,413.381,387.029,452.349
